Age,Attrition,BusinessTravel,DailyRate,dept_id,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over_time,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,0,Travel_Rarely,1288,1,29,4,Technical Degree,1568,3,Male,33,3,3,Sales Executive,2,Married,9250,3,0,12,3,2,1,9,3,3,4,2,1,3
35,1,Travel_Rarely,104,2,2,3,Life Sciences,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,1,1,12,3,4,1,1,2,3,1,0,0,0
53,1,Travel_Rarely,607,2,2,5,Technical Degree,1572,3,Female,78,2,3,Manufacturing Director,4,Married,10169,0,0,16,3,2,1,34,4,3,33,7,1,9
38,1,Travel_Rarely,903,2,2,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855,4,0,11,3,1,2,7,2,3,5,2,1,4
32,0,Non-Travel,1200,2,1,4,Technical Degree,1574,4,Male,62,3,2,Research Scientist,1,Married,4087,4,0,14,3,2,1,9,3,2,6,5,1,2
48,0,Travel_Rarely,1108,2,15,4,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,2367,8,0,12,3,4,1,10,3,2,8,2,7,6
34,0,Travel_Rarely,479,2,7,4,Medical,1577,1,Male,35,3,1,Research Scientist,4,Single,2972,1,0,13,3,3,0,1,4,1,1,0,0,0
55,0,Travel_Rarely,685,1,26,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,19586,1,0,21,4,3,1,36,3,3,36,6,2,13
34,0,Travel_Rarely,1351,2,1,4,Life Sciences,1580,2,Male,45,3,2,Research Scientist,4,Married,5484,9,0,17,3,2,1,9,3,2,2,2,2,1
26,0,Travel_Rarely,474,2,3,3,Life Sciences,1581,1,Female,89,3,1,Research Scientist,4,Married,2061,1,0,21,4,1,0,1,5,3,1,0,0,0
38,0,Travel_Rarely,1245,1,14,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,9924,0,0,11,3,4,1,10,3,3,9,8,7,7
38,0,Travel_Rarely,437,1,16,3,Life Sciences,1583,2,Female,90,3,2,Sales Executive,2,Single,4198,2,0,12,3,2,0,8,5,4,3,2,1,2
36,0,Travel_Rarely,884,1,1,4,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,6,0,13,3,1,0,15,5,3,1,0,0,0
29,0,Travel_Rarely,1370,2,3,1,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723,1,1,18,3,4,0,10,3,3,10,9,1,5
35,0,Travel_Rarely,670,2,10,4,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,6142,3,1,16,3,3,0,10,4,3,5,2,0,4
39,0,Travel_Rarely,1462,1,6,3,Medical,1588,4,Male,38,4,3,Sales Executive,3,Married,8237,2,0,11,3,1,1,11,3,3,7,6,7,6
29,0,Travel_Frequently,995,2,2,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,1,0,19,3,4,1,6,0,4,6,4,1,3
50,0,Travel_Rarely,264,1,9,3,Marketing,1591,3,Male,59,3,5,Manager,3,Married,19331,4,1,16,3,3,1,27,2,3,1,0,0,0
23,0,Travel_Rarely,977,2,10,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,2073,2,0,16,3,4,1,4,2,3,2,2,2,2
36,0,Travel_Frequently,1302,2,6,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,3,1,13,3,4,1,9,3,3,3,2,0,2
42,0,Travel_Rarely,1059,2,9,2,Other,1595,4,Male,93,2,5,Manager,4,Single,19613,8,0,22,4,4,0,24,2,3,1,0,0,1
35,0,Travel_Rarely,750,2,28,3,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,3407,1,0,17,3,4,2,10,3,2,10,9,6,8
34,0,Travel_Frequently,653,2,10,4,Technical Degree,1597,4,Male,92,2,2,Healthcare Representative,3,Married,5063,1,0,14,3,2,1,8,3,2,8,2,7,7
40,0,Travel_Rarely,118,1,14,2,Life Sciences,1598,4,Female,84,3,2,Sales Executive,1,Married,4639,1,0,15,3,3,1,5,2,3,5,4,1,2
43,0,Travel_Rarely,990,2,27,3,Technical Degree,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5,0,12,3,3,1,8,0,3,6,4,0,2
35,0,Travel_Rarely,1349,2,7,2,Life Sciences,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690,1,0,18,3,4,1,1,5,2,1,0,0,1
46,0,Travel_Rarely,563,1,1,4,Life Sciences,1602,4,Male,56,4,4,Manager,1,Single,17567,1,0,15,3,2,0,27,5,1,26,0,0,12
28,1,Travel_Rarely,329,2,24,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408,1,1,17,3,3,3,1,3,3,1,1,0,0
22,0,Non-Travel,457,2,26,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,1,1,14,3,2,0,4,2,2,4,2,1,3
50,0,Travel_Frequently,1234,2,20,5,Medical,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245,2,1,15,3,3,1,32,3,3,30,8,12,13
32,0,Travel_Rarely,634,2,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,3312,3,0,17,3,4,2,6,3,3,3,2,0,2
44,0,Travel_Rarely,1313,2,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,0,1,14,3,4,1,23,4,2,22,7,1,10
30,0,Travel_Rarely,241,2,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,1,0,12,3,2,1,6,3,2,6,4,1,1
45,0,Travel_Rarely,1015,2,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,1,1,14,3,1,0,10,3,3,10,7,1,4
45,0,Non-Travel,336,1,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,1,0,15,3,1,1,10,2,3,10,7,4,5
31,0,Travel_Frequently,715,1,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,5332,7,0,13,3,4,0,10,3,3,5,2,0,3
36,0,Travel_Rarely,559,2,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,9,1,12,3,2,2,7,2,3,3,2,1,1
34,0,Travel_Frequently,426,2,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,1,0,13,3,1,1,9,3,3,9,7,7,2
49,0,Travel_Rarely,722,2,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211,1,0,14,3,4,1,10,3,2,9,6,1,4
39,0,Travel_Rarely,1387,2,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377,2,0,13,3,4,3,10,3,3,7,7,7,7
27,0,Travel_Rarely,1302,2,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,1,0,11,3,1,2,7,3,3,7,7,0,7
35,0,Travel_Rarely,819,2,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,1,0,11,3,4,0,16,2,3,16,15,1,10
28,0,Travel_Rarely,580,2,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,0,0,21,4,2,1,6,5,2,5,3,0,0
21,0,Travel_Rarely,546,2,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,3117,1,0,18,3,3,0,3,2,3,2,2,2,2
18,1,Travel_Frequently,544,1,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,1569,1,1,12,3,3,0,0,2,4,0,0,0,0
47,0,Travel_Rarely,1176,3,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,19658,3,0,11,3,3,1,27,2,3,5,2,1,0
39,0,Travel_Rarely,170,2,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,0,0,15,3,4,1,11,3,3,10,8,0,7
40,0,Travel_Rarely,884,2,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,1,0,13,3,4,2,18,2,3,18,15,14,12
35,0,Non-Travel,208,2,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,1,0,12,3,4,1,15,5,3,14,11,2,9
37,0,Travel_Rarely,671,2,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,3,0,17,3,1,3,9,2,2,4,3,0,2
39,0,Travel_Frequently,711,2,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,0,0,13,3,4,0,10,2,1,9,2,3,8
45,0,Travel_Rarely,1329,2,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,1,0,19,3,1,2,10,3,3,10,7,3,9
38,0,Travel_Rarely,397,2,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,3,1,19,3,4,1,10,6,4,5,4,0,2
35,1,Travel_Rarely,737,1,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,9,0,17,3,3,0,15,3,3,13,12,6,0
37,0,Travel_Rarely,1470,2,10,3,Medical,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,1,0,11,3,1,1,8,2,1,8,4,7,7
40,0,Travel_Rarely,448,2,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945,6,1,15,3,4,0,18,2,2,4,2,3,3
44,0,Travel_Frequently,602,3,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,5743,4,1,11,3,3,0,14,3,3,10,7,0,2
48,0,Travel_Frequently,365,2,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,15202,2,0,25,4,2,1,23,3,3,2,2,2,2
35,1,Travel_Rarely,763,1,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,6,1,14,3,4,2,7,2,2,2,2,2,2
24,0,Travel_Frequently,567,2,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,3760,1,1,13,3,3,0,6,2,3,6,3,1,3
27,0,Travel_Rarely,486,2,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,7,0,17,3,1,0,5,0,3,3,2,0,2
27,0,Travel_Frequently,591,2,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,2,0,13,3,3,0,6,0,2,4,2,1,2
40,1,Travel_Rarely,1329,2,7,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3,1,14,3,2,0,10,3,1,4,2,0,3
29,0,Travel_Rarely,469,1,10,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,9,0,11,3,3,0,8,2,3,5,2,1,4
36,0,Travel_Rarely,711,2,5,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,4,0,12,3,3,2,9,6,3,3,2,0,2
25,0,Travel_Frequently,772,2,2,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,1,0,17,3,3,2,7,6,3,7,7,0,7
39,0,Travel_Rarely,492,2,12,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,4,0,21,4,3,0,7,3,3,5,4,1,0
49,0,Travel_Rarely,301,2,22,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,16413,3,0,16,3,2,2,27,2,3,4,2,1,2
50,0,Travel_Rarely,813,2,17,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,5,0,15,3,3,3,19,3,3,14,11,1,11
20,0,Travel_Rarely,1141,1,2,3,Medical,1657,3,Female,31,3,1,Sales Representative,3,Single,2783,1,0,19,3,1,0,2,3,3,2,2,2,2
34,0,Travel_Rarely,1130,2,3,3,Life Sciences,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433,1,0,12,3,3,1,11,2,3,11,8,7,9
36,0,Travel_Rarely,311,2,7,3,Life Sciences,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,2,0,11,3,3,0,15,4,3,4,3,1,3
49,0,Travel_Rarely,465,2,6,1,Life Sciences,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966,2,1,19,3,2,1,30,3,3,15,11,2,12
36,0,Non-Travel,894,2,1,4,Medical,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,0,0,15,3,3,0,4,6,3,3,2,1,2
36,0,Travel_Rarely,1040,2,3,2,Life Sciences,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,6,0,20,4,1,1,13,3,3,5,4,0,4
54,0,Travel_Rarely,584,2,22,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,17426,3,0,25,4,3,1,36,6,3,10,8,4,7
43,0,Travel_Rarely,1291,2,15,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,17603,1,0,24,4,1,1,14,3,3,14,10,6,11
35,1,Travel_Frequently,880,1,12,4,Other,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,3,1,24,4,1,0,13,2,4,11,9,6,7
38,0,Travel_Frequently,1189,2,1,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,7,0,15,3,4,2,19,4,4,13,11,2,9
29,0,Travel_Rarely,991,1,5,3,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,1,1,13,3,2,1,10,3,2,10,0,0,9
33,0,Travel_Rarely,392,1,2,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,1,0,14,3,3,2,6,5,3,6,2,0,4
32,0,Travel_Rarely,977,2,2,3,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470,0,0,13,3,3,2,10,4,2,9,5,1,6
31,0,Travel_Rarely,1112,1,5,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,1,0,11,3,1,2,10,2,3,10,0,0,2
49,0,Travel_Rarely,464,2,16,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,4,1,16,3,2,1,17,2,2,2,2,2,2
38,0,Travel_Frequently,148,2,2,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440,1,0,22,4,2,0,4,3,3,4,3,3,3
47,0,Travel_Rarely,1225,1,2,4,Life Sciences,1676,2,Female,47,4,4,Manager,2,Divorced,15972,6,0,14,3,3,3,29,2,3,3,2,1,2
49,0,Travel_Rarely,809,2,1,3,Life Sciences,1677,3,Male,36,3,4,Manager,3,Single,15379,4,0,14,3,1,0,23,2,3,8,7,0,0
41,0,Travel_Rarely,1206,1,23,2,Life Sciences,1678,4,Male,80,3,3,Sales Executive,3,Single,7082,3,1,16,3,4,0,21,2,3,2,0,0,2
20,0,Travel_Rarely,727,1,9,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,1,0,11,3,1,0,2,3,3,2,2,0,2
33,0,Non-Travel,530,1,16,3,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368,1,1,25,4,3,1,7,2,3,6,5,1,2
36,0,Travel_Rarely,1351,2,26,4,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,6,0,14,3,2,2,10,2,2,3,2,0,2
44,0,Travel_Rarely,528,3,1,3,Life Sciences,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,4,1,18,3,1,3,8,2,3,2,2,2,2
23,1,Travel_Rarely,1320,2,8,1,Medical,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989,1,1,11,3,1,0,5,2,3,5,4,1,2
38,0,Travel_Rarely,1495,2,4,2,Medical,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,7,0,19,3,4,1,7,5,2,0,0,0,0
53,0,Travel_Rarely,1395,2,24,4,Medical,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3,0,15,3,3,0,11,2,3,4,3,1,2
48,1,Travel_Frequently,708,1,7,2,Medical,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,2,1,11,3,3,2,19,3,3,9,7,7,7
32,1,Travel_Rarely,1259,2,2,4,Life Sciences,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,1,0,12,3,1,0,1,2,3,1,0,0,0
26,0,Non-Travel,786,2,7,3,Medical,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,1,0,20,4,3,0,7,5,3,7,7,5,7
55,0,Travel_Rarely,1441,2,22,3,Technical Degree,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,5,0,12,3,4,1,8,1,3,4,2,1,2
34,0,Travel_Rarely,1157,2,5,2,Medical,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,1,0,14,3,3,1,15,3,4,15,10,4,13
60,0,Travel_Rarely,370,2,1,4,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,3,0,20,4,3,1,19,2,4,1,0,0,0
33,0,Travel_Rarely,267,2,21,3,Medical,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,1,0,18,3,4,3,14,6,3,14,11,2,13
37,0,Travel_Frequently,1278,1,1,4,Medical,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,1,0,14,3,3,2,6,2,2,6,3,1,3
34,0,Travel_Rarely,678,2,19,3,Life Sciences,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,1,0,12,3,2,0,10,3,3,10,9,8,7
23,1,Travel_Rarely,427,1,7,3,Life Sciences,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,1,1,21,4,2,1,3,2,3,3,2,0,2
44,0,Travel_Rarely,921,2,2,3,Life Sciences,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,1,1,19,3,2,1,9,2,3,8,7,6,7
35,0,Travel_Frequently,146,2,2,4,Medical,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,0,1,14,3,3,0,6,2,4,5,4,1,4
43,0,Travel_Rarely,1179,1,2,3,Medical,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,1,1,17,3,1,1,10,3,3,10,9,8,8
24,0,Travel_Rarely,581,2,9,3,Medical,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,1,0,16,3,4,1,5,1,3,5,3,0,4
41,0,Travel_Rarely,918,1,6,3,Marketing,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,1,0,12,3,2,0,10,3,3,10,8,8,7
29,0,Travel_Rarely,1082,2,9,4,Medical,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,9,0,17,3,3,1,9,2,3,5,3,1,2
36,0,Travel_Rarely,530,1,2,4,Life Sciences,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,3,0,15,3,3,0,17,2,2,13,7,6,7
45,0,Non-Travel,1238,2,1,1,Life Sciences,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3,0,23,4,4,1,25,3,2,23,15,14,4
24,1,Travel_Rarely,240,3,22,1,Human Resources,1714,4,Male,58,1,1,Human Resources,3,Married,1555,1,0,11,3,3,1,1,2,3,1,0,0,0
47,1,Travel_Frequently,1093,1,9,3,Life Sciences,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,7,0,11,3,3,0,25,3,1,23,5,14,10
26,0,Travel_Rarely,390,2,17,4,Medical,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,1,0,15,3,3,3,3,3,4,3,2,0,2
45,0,Travel_Rarely,1005,2,28,2,Technical Degree,1719,4,Female,48,2,4,Research Director,2,Single,16704,1,0,11,3,3,0,21,2,3,21,6,8,6
32,0,Travel_Frequently,585,2,10,3,Life Sciences,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,6,0,13,3,1,1,10,3,2,5,2,1,3
31,0,Travel_Rarely,741,2,2,4,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,1,0,14,3,4,1,6,2,4,5,2,0,3
41,0,Non-Travel,552,3,4,3,Human Resources,1722,3,Male,60,1,2,Human Resources,2,Married,6430,6,0,19,3,2,1,10,4,3,3,2,1,2
40,0,Travel_Rarely,369,2,8,2,Life Sciences,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,2,1,16,3,2,1,18,3,3,1,0,0,0
24,0,Travel_Rarely,506,2,29,1,Medical,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,1,0,13,3,2,3,6,2,4,6,2,1,2
46,0,Travel_Rarely,717,2,13,4,Life Sciences,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,6,0,14,3,4,0,19,3,3,10,7,0,9
35,0,Travel_Rarely,1370,2,27,4,Life Sciences,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,2,0,16,3,2,1,17,3,3,7,7,0,7
30,0,Travel_Rarely,793,2,16,1,Life Sciences,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,1,0,12,3,2,1,10,2,2,10,0,0,8
47,0,Non-Travel,543,1,2,4,Marketing,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,7,0,11,3,4,1,4,3,1,1,0,0,0
46,0,Travel_Rarely,1277,1,2,3,Life Sciences,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,4,1,12,3,2,1,13,5,2,10,6,0,3
36,1,Travel_Rarely,1456,1,13,5,Marketing,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,5,1,13,3,2,3,16,3,3,2,2,2,2
32,1,Travel_Rarely,964,1,1,2,Life Sciences,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,6,0,15,3,2,0,10,2,3,0,0,0,0
23,0,Travel_Rarely,160,2,4,1,Medical,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295,1,0,13,3,3,0,3,3,1,3,2,1,2
31,0,Travel_Frequently,163,2,24,1,Technical Degree,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,2,0,20,4,4,0,9,3,2,5,4,1,4
39,0,Non-Travel,792,2,1,3,Life Sciences,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,1,1,15,3,4,1,9,2,3,9,8,5,8
32,0,Travel_Rarely,371,1,19,3,Life Sciences,1739,4,Male,80,1,3,Sales Executive,3,Married,9610,3,0,13,3,3,1,10,2,1,4,3,0,2
40,0,Travel_Rarely,611,1,7,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,19833,1,0,14,3,2,0,21,3,2,21,8,12,8
45,0,Travel_Rarely,176,3,4,3,Life Sciences,1744,3,Female,56,1,3,Human Resources,3,Married,9756,4,0,21,4,3,2,9,2,4,5,0,0,3
30,0,Travel_Frequently,1312,2,2,4,Technical Degree,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,0,0,16,3,4,0,10,2,3,9,7,0,7
24,0,Travel_Frequently,897,3,10,3,Medical,1746,1,Male,59,3,1,Human Resources,4,Married,2145,0,0,14,3,4,1,3,2,3,2,2,2,1
30,1,Travel_Frequently,600,3,8,3,Human Resources,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,6,0,11,3,3,1,6,0,2,4,2,1,2
31,0,Travel_Rarely,1003,1,5,3,Technical Degree,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,1,0,19,3,3,1,6,3,3,5,2,0,2
27,0,Travel_Rarely,1054,2,8,3,Medical,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,1,0,11,3,3,0,6,5,2,6,2,1,4
29,1,Travel_Rarely,428,1,9,3,Marketing,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,1,0,13,3,3,0,2,3,3,2,2,2,2
29,0,Travel_Frequently,461,2,1,3,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,8,1,12,3,4,0,10,5,4,3,2,0,2
30,0,Travel_Rarely,979,1,15,2,Marketing,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,2,0,11,3,1,1,12,2,3,7,7,1,7
34,0,Travel_Rarely,181,2,2,4,Medical,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,0,1,14,3,1,3,6,3,3,5,0,1,2
33,0,Non-Travel,1283,1,2,3,Marketing,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,8,0,15,3,4,0,13,2,2,11,7,1,7
49,0,Travel_Rarely,1313,1,11,4,Marketing,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,3,0,12,3,3,0,8,1,4,5,1,0,4
33,1,Travel_Rarely,211,1,16,3,Life Sciences,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,2,1,20,4,3,0,11,2,2,0,0,0,0
38,0,Travel_Frequently,594,2,2,2,Medical,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,4,0,14,3,2,1,9,4,2,6,1,0,5
31,1,Travel_Rarely,1079,1,16,4,Marketing,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,2,0,13,3,1,3,10,2,3,1,0,0,0
29,0,Travel_Rarely,590,2,4,3,Technical Degree,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,1,0,13,3,3,1,1,2,3,1,0,0,0
30,0,Travel_Rarely,305,2,16,3,Life Sciences,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,3,0,16,3,3,1,10,3,3,7,0,1,7
32,0,Non-Travel,953,2,5,4,Technical Degree,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,2,0,14,3,2,0,12,3,3,7,7,0,7
38,0,Travel_Rarely,833,2,18,3,Medical,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,3,1,16,3,3,1,15,2,3,1,0,1,0
43,1,Travel_Frequently,807,2,17,3,Technical Degree,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,9,1,16,3,4,1,6,4,3,1,0,0,0
42,0,Travel_Rarely,855,2,12,3,Medical,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8,0,22,4,2,3,7,6,2,5,3,0,4
55,0,Travel_Rarely,478,2,2,3,Medical,1770,3,Male,60,2,5,Research Director,1,Married,19038,8,0,12,3,2,3,34,2,3,1,0,0,0
33,0,Non-Travel,775,2,4,3,Technical Degree,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,5,0,15,3,4,2,11,2,2,9,8,1,7
41,0,Travel_Rarely,548,2,9,4,Life Sciences,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,1,0,20,4,2,2,5,2,3,5,3,0,4
34,0,Non-Travel,1375,1,10,3,Life Sciences,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,1,1,14,3,3,1,15,3,3,15,14,0,7
53,0,Non-Travel,661,2,1,4,Medical,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965,4,1,20,4,4,3,27,2,2,3,2,0,2
43,0,Travel_Rarely,244,3,2,3,Life Sciences,1778,2,Male,97,3,1,Human Resources,4,Single,3539,0,0,13,3,2,0,10,5,3,9,7,1,8
34,0,Travel_Rarely,511,1,3,2,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,5,0,12,3,1,0,6,3,3,2,2,2,2
21,1,Travel_Rarely,337,1,7,1,Marketing,1780,2,Male,31,3,1,Sales Representative,2,Single,2679,1,0,13,3,2,0,1,3,3,1,0,1,0
38,0,Travel_Rarely,1153,2,6,2,Other,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,1,0,11,3,2,1,5,3,3,5,4,0,4
22,1,Travel_Rarely,1294,2,8,1,Medical,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,1,1,17,3,3,0,1,6,3,1,0,0,0
31,0,Travel_Rarely,196,1,29,4,Marketing,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,1,0,14,3,1,2,13,3,3,12,7,5,7
